Index,Voltage,Power,Channel
0,0.000000,0.000000,0
1,0.000000,0.000000,0
2,0.000000,0.000000,0
3,0.200000,0.000000,0
4,0.700000,0.000000,0
5,1.200000,0.000000,0
6,1.200000,0.000000,0
7,1.700000,0.000000,0
8,2.200000,0.000000,0
9,2.700000,0.000000,0
10,2.700000,0.000000,0
11,3.200000,0.000000,0
12,3.700000,0.000000,0
13,4.200000,0.000000,0
14,4.200000,0.000000,0
15,4.700000,0.000000,0
16,5.200000,0.000000,0
17,5.200000,0.000000,0
18,5.700000,0.000000,0
19,6.200000,0.000000,0
20,6.700000,0.000000,0
21,6.700000,0.000000,0
22,7.200000,0.000000,0
23,7.700000,0.000000,0
24,7.700000,0.000000,0
25,8.200000,0.000000,0
26,8.700000,0.000000,0
27,9.200000,0.000000,0
28,9.200000,0.000000,0
29,9.700000,0.000000,0
30,10.200000,0.000000,0
31,10.700000,0.000000,0
32,10.700000,0.000000,0
33,11.200000,0.000000,0
34,11.700000,0.000000,0
35,11.700000,0.000000,0
36,11.700000,0.000000,0
37,11.700000,0.000000,0
38,11.700000,0.000000,0
39,11.700000,0.000000,0
40,11.700000,0.000000,0
41,11.700000,0.000000,0
42,11.700000,0.000000,0
43,11.700000,0.000000,0
44,11.700000,0.000000,0
45,11.700000,0.000000,0
46,11.700000,0.000000,0
47,11.700000,0.000000,0
48,11.700000,0.000000,0
49,11.700000,0.000000,0
50,11.700000,0.000000,0
51,11.700000,0.000000,0
52,11.700000,0.000000,0
53,11.700000,0.000000,0
54,11.700000,0.000000,0
55,11.700000,0.000000,0
56,0.000000,0.000000,0
57,0.500000,0.000000,0
58,1.000000,0.000000,0
59,1.000000,0.000000,0
60,1.500000,0.000000,0
61,2.000000,0.000000,0
62,2.500000,0.000000,0
63,2.500000,0.000000,0
64,3.000000,0.000000,0
65,3.500000,0.000000,0
66,3.500000,0.000000,0
67,4.000000,0.000000,0
68,4.500000,0.000000,0
69,5.000000,0.000000,0
70,5.000000,0.000000,0
71,5.500000,0.000000,0
72,6.000000,0.000000,0
73,6.000000,0.000000,0
74,6.500000,0.000000,0
75,7.000000,0.000000,0
76,7.500000,0.000000,0
77,7.500000,0.000000,0
78,8.000000,0.000000,0
79,8.500000,0.000000,0
80,9.000000,0.000000,0
81,9.000000,0.000000,0
82,9.500000,0.000000,0
83,10.000000,0.000000,0
84,10.000000,0.000000,0
85,10.500000,0.000000,0
86,11.000000,0.000000,0
87,11.500000,0.000000,0
88,11.500000,0.000000,0
89,11.500000,0.000000,0
90,11.500000,0.000000,0
91,11.500000,0.000000,0
92,11.500000,0.000000,0
93,11.500000,0.000000,0
94,11.500000,0.000000,0
95,11.500000,0.000000,0
96,11.500000,0.000000,0
97,11.500000,0.000000,0
98,11.500000,0.000000,0
99,11.500000,0.000000,0
100,11.500000,0.000000,0
101,11.500000,0.000000,0
102,11.500000,0.000000,0
103,11.500000,0.000000,0
104,11.500000,0.000000,0
105,11.500000,0.000000,0
106,11.500000,0.000000,0
107,11.500000,0.000000,0
108,11.500000,0.000000,0
109,0.000000,0.000000,0
110,0.500000,0.000000,0
111,0.500000,0.000000,0
112,1.000000,0.000000,0
113,1.500000,0.000000,0
114,2.000000,0.000000,0
115,2.000000,0.000000,0
116,2.500000,0.000000,0
117,3.000000,0.000000,0
118,3.500000,0.000000,0
119,3.500000,0.000000,0
120,4.000000,0.000000,0
121,4.500000,0.000000,0
122,4.500000,0.000000,0
123,5.000000,0.000000,0
124,5.500000,0.000000,0
125,6.000000,0.000000,0
126,6.000000,0.000000,0
127,6.500000,0.000000,0
128,7.000000,0.000000,0
129,7.500000,0.000000,0
130,7.500000,0.000000,0
131,8.000000,0.000000,0
132,8.500000,0.000000,0
133,8.500000,0.000000,0
134,9.000000,0.000000,0
135,9.500000,0.000000,0
136,10.000000,0.000000,0
137,10.000000,0.000000,0
138,10.500000,0.000000,0
139,11.000000,0.000000,0
140,11.000000,0.000000,0
141,11.500000,0.000000,0
142,11.500000,0.000000,0
143,11.500000,0.000000,0
144,11.500000,0.000000,0
145,11.500000,0.000000,0
146,11.500000,0.000000,0
147,11.500000,0.000000,0
148,11.500000,0.000000,0
149,11.500000,0.000000,0
150,11.500000,0.000000,0
151,11.500000,0.000000,0
152,11.500000,0.000000,0
153,11.500000,0.000000,0
154,11.500000,0.000000,0
155,11.500000,0.000000,0
156,11.500000,0.000000,0
157,11.500000,0.000000,0
158,11.500000,0.000000,0
159,11.500000,0.000000,0
160,11.500000,0.000000,0
161,11.500000,0.000000,0
162,0.000000,0.000000,0
163,0.500000,0.000000,0
164,0.500000,0.000000,0
165,1.000000,0.000000,0
166,1.500000,0.000000,0
167,2.000000,0.000000,0
168,2.000000,0.000000,0
169,2.500000,0.000000,0
170,3.000000,0.000000,0
171,3.000000,0.000000,0
172,3.500000,0.000000,0
173,4.000000,0.000000,0
174,4.500000,0.000000,0
175,4.500000,0.000000,0
176,5.000000,0.000000,0
177,5.500000,0.000000,0
178,6.000000,0.000000,0
179,6.000000,0.000000,0
180,6.500000,0.000000,0
181,7.000000,0.000000,0
182,7.000000,0.000000,0
183,7.500000,0.000000,0
184,8.000000,0.000000,0
185,8.500000,0.000000,0
186,8.500000,0.000000,0
187,9.000000,0.000000,0
188,9.500000,0.000000,0
189,9.500000,0.000000,0
190,10.000000,0.000000,0
191,10.500000,0.000000,0
192,11.000000,0.000000,0
193,11.000000,0.000000,0
194,11.500000,0.000000,0
195,11.500000,0.000000,0
196,11.500000,0.000000,0
197,11.500000,0.000000,0
198,11.500000,0.000000,0
199,11.500000,0.000000,0
200,11.500000,0.000000,0
201,11.500000,0.000000,0
202,11.500000,0.000000,0
203,11.500000,0.000000,0
204,11.500000,0.000000,0
205,11.500000,0.000000,0
206,11.500000,0.000000,0
207,11.500000,0.000000,0
208,11.500000,0.000000,0
209,11.500000,0.000000,0
210,11.500000,0.000000,0
211,11.500000,0.000000,0
212,11.500000,0.000000,0
213,11.500000,0.000000,0
214,11.500000,0.000000,0
215,11.500000,0.000000,0
216,11.500000,0.000000,0
217,11.500000,0.000000,0
218,11.500000,0.000000,0
219,11.500000,0.000000,0
220,11.500000,0.000000,0
221,11.500000,0.000000,0
222,11.500000,0.000000,0
223,11.500000,0.000000,0
224,11.500000,0.000000,0
225,11.500000,0.000000,0
226,11.500000,0.000000,0
227,11.500000,0.000000,0
228,11.500000,0.000000,0
229,11.500000,0.000000,0
230,11.500000,0.000000,0
231,11.500000,0.000000,0
232,11.500000,0.000000,0
233,11.500000,0.000000,0
234,11.500000,0.000000,0
235,11.500000,0.000000,0
236,11.500000,0.000000,0
237,11.500000,0.000000,0
238,11.500000,0.000000,0
239,11.500000,0.000000,0
240,11.500000,0.000000,0
241,11.500000,0.000000,0
242,11.500000,0.000000,0
243,11.500000,0.000000,0
244,11.500000,0.000000,0
245,11.500000,0.000000,0
246,11.500000,0.000000,0
247,11.500000,0.000000,0
248,11.500000,0.000000,0
249,11.500000,0.000000,0
250,11.500000,0.000000,0
251,11.500000,0.000000,0
252,11.500000,0.000000,0
253,11.500000,0.000000,0
254,11.500000,0.000000,0
255,11.500000,0.000000,0
256,11.500000,0.000000,0
257,11.500000,0.000000,0
258,11.500000,0.000000,0
259,11.500000,0.000000,0
260,11.500000,0.000000,0
261,11.500000,0.000000,0
262,11.500000,0.000000,0
263,11.500000,0.000000,0
264,11.500000,0.000000,0
265,11.500000,0.000000,0
266,11.500000,0.000000,0
267,11.500000,0.000000,0
268,11.500000,0.000000,0
269,11.500000,0.000000,0
270,11.500000,0.000000,0
271,11.500000,0.000000,0
272,11.500000,0.000000,0
273,11.500000,0.000000,0
274,11.500000,0.000000,0
275,11.500000,0.000000,0
276,11.500000,0.000000,0
277,11.500000,0.000000,0
278,11.500000,0.000000,0
279,11.500000,0.000000,0
280,11.500000,0.000000,0
281,11.500000,0.000000,0
282,11.500000,0.000000,0
283,11.500000,0.000000,0
284,11.500000,0.000000,0
285,11.500000,0.000000,0
286,11.500000,0.000000,0
287,11.500000,0.000000,0
288,11.500000,0.000000,0
289,11.500000,0.000000,0
290,11.500000,0.000000,0
291,11.500000,0.000000,0
292,11.500000,0.000000,0
293,11.500000,0.000000,0
294,11.500000,0.000000,0
295,11.500000,0.000000,0
296,11.500000,0.000000,0
297,11.500000,0.000000,0
298,11.500000,0.000000,0
299,11.500000,0.000000,0
300,11.500000,0.000000,0
301,11.500000,0.000000,0
302,11.500000,0.000000,0
303,11.500000,0.000000,0
304,11.500000,0.000000,0
305,11.500000,0.000000,0
306,11.500000,0.000000,0
307,11.500000,0.000000,0
308,11.500000,0.000000,0
309,11.500000,0.000000,0
310,11.500000,0.000000,0
311,11.500000,0.000000,0
312,11.500000,0.000000,0
313,11.500000,0.000000,0
314,11.500000,0.000000,0
315,11.500000,0.000000,0
316,11.500000,0.000000,0
317,11.500000,0.000000,0
318,11.500000,0.000000,0
319,11.500000,0.000000,0
320,11.500000,0.000000,0
321,11.500000,0.000000,0
322,11.500000,0.000000,0
323,11.500000,0.000000,0
324,11.500000,0.000000,0
325,11.500000,0.000000,0
326,11.500000,0.000000,0
327,11.500000,0.000000,0
328,11.500000,0.000000,0
329,11.500000,0.000000,0
330,11.500000,0.000000,0
331,11.500000,0.000000,0
332,11.500000,0.000000,0
333,11.500000,0.000000,0
334,11.500000,0.000000,0
335,11.500000,0.000000,0
336,11.500000,0.000000,0
337,11.500000,0.000000,0
338,11.500000,0.000000,0
339,11.500000,0.000000,0
340,11.500000,0.000000,0
341,11.500000,0.000000,0
342,11.500000,0.000000,0
343,11.500000,0.000000,0
344,11.500000,0.000000,0
345,11.500000,0.000000,0
346,11.500000,0.000000,0
347,11.500000,0.000000,0
348,11.500000,0.000000,0
349,11.500000,0.000000,0
350,11.500000,0.000000,0
351,11.500000,0.000000,0
352,11.500000,0.000000,0
353,11.500000,0.000000,0
354,11.500000,0.000000,0
355,11.500000,0.000000,0
356,11.500000,0.000000,0
357,11.500000,0.000000,0
358,11.500000,0.000000,0
359,11.500000,0.000000,0
360,11.500000,0.000000,0
361,11.500000,0.000000,0
362,11.500000,0.000000,0
363,11.500000,0.000000,0
364,11.500000,0.000000,0
365,11.500000,0.000000,0
366,11.500000,0.000000,0
367,11.500000,0.000000,0
368,11.500000,0.000000,0
369,11.500000,0.000000,0
370,11.500000,0.000000,0
371,11.500000,0.000000,0
372,11.500000,0.000000,0
373,11.500000,0.000000,0
374,11.500000,0.000000,0
375,11.500000,0.000000,0
376,11.500000,0.000000,0
377,11.500000,0.000000,0
378,11.500000,0.000000,0
379,11.500000,0.000000,0
380,11.500000,0.000000,0
381,11.500000,0.000000,0
382,11.500000,0.000000,0
383,11.500000,0.000000,0
384,11.500000,0.000000,0
385,11.500000,0.000000,0
386,11.500000,0.000000,0
387,11.500000,0.000000,0
388,11.500000,0.000000,0
389,11.500000,0.000000,0
390,11.500000,0.000000,0
391,11.500000,0.000000,0
392,11.500000,0.000000,0
393,11.500000,0.000000,0
394,11.500000,0.000000,0
395,11.500000,0.000000,0
396,11.500000,0.000000,0
397,11.500000,0.000000,0
398,11.500000,0.000000,0
399,11.500000,0.000000,0
400,11.500000,0.000000,0
401,11.500000,0.000000,0
402,11.500000,0.000000,0
403,11.500000,0.000000,0
404,11.500000,0.000000,0
405,11.500000,0.000000,0
406,11.500000,0.000000,0
407,11.500000,0.000000,0
408,11.500000,0.000000,0
409,11.500000,0.000000,0
410,11.500000,0.000000,0
